,date,high,low,close,pipGain,ATR
0,2015.09.01,1.12164,1.1073,1.10786,,
1,2015.09.02,1.10961,1.09905,1.10762,-0.00024000000000001798,
2,2015.09.03,1.10845,1.09566,1.0960299999999998,-0.011590000000000211,
3,2015.09.04,1.10256,1.09131,1.09647,0.000440000000000218,
4,2015.09.07,1.10864,1.09671,1.10533,0.008859999999999868,
5,2015.09.08,1.1128799999999999,1.10299,1.10563,0.00029999999999996696,
6,2015.09.09,1.10756,1.09327,1.09542,-0.01020999999999983,
7,2015.09.10,1.1263100000000001,1.09499,1.12293,0.027509999999999923,
8,2015.09.11,1.12411,1.11763,1.12045,-0.0024800000000000377,
9,2015.09.14,1.13094,1.11853,1.1266399999999999,0.006189999999999918,
10,2015.09.15,1.13045,1.12191,1.12297,-0.00366999999999984,
11,2015.09.16,1.13301,1.1205399999999999,1.1296,0.006629999999999914,
12,2015.09.17,1.13444,1.12588,1.12899,-0.0006099999999999994,
13,2015.09.18,1.13266,1.11958,1.12055,-0.008440000000000003,0.012725000000000018
14,2015.09.21,1.13109,1.12206,1.1280700000000001,0.007520000000000193,0.012453571428571444
15,2015.09.22,1.1309,1.12291,1.1258700000000001,-0.0021999999999999797,0.012270000000000019
16,2015.09.23,1.12684,1.11509,1.1156,-0.010270000000000223,0.012195714285714325
17,2015.09.24,1.11674,1.1007799999999999,1.10425,-0.011349999999999971,0.012532142857142912
18,2015.09.25,1.11045,1.0987799999999999,1.09895,-0.00529999999999986,0.01249642857142863
19,2015.09.28,1.10473,1.0972,1.10389,0.0049399999999999444,0.012327857142857208
20,2015.09.29,1.1057700000000001,1.09655,1.09966,-0.004229999999999956,0.011965714285714357
21,2015.09.30,1.10314,1.09559,1.09596,-0.0037000000000000366,0.010267857142857193
22,2015.10.01,1.1035700000000002,1.09429,1.09802,0.0020599999999999508,0.010467857142857204
23,2015.10.02,1.10057,1.09051,1.09083,-0.00719000000000003,0.010300000000000056
24,2015.10.05,1.09502,1.08663,1.0904399999999999,-0.0003900000000001125,0.010289285714285779
25,2015.10.06,1.09856,1.08717,1.0945,0.004060000000000175,0.010212142857142907
26,2015.10.07,1.0948,1.0860299999999998,1.08958,-0.0049200000000000355,0.010227142857142926
27,2015.10.08,1.09033,1.08446,1.08798,-0.0016000000000000458,0.009712142857142931
28,2015.10.09,1.09545,1.08625,1.09301,0.00503000000000009,0.009616428571428652
29,2015.10.12,1.09637,1.0915700000000002,1.09528,0.0022699999999999942,0.009388571428571508
30,2015.10.13,1.09819,1.08808,1.0904,-0.0048799999999999955,0.009271428571428644
31,2015.10.14,1.09045,1.07198,1.07437,-0.01602999999999999,0.009450714285714343
32,2015.10.15,1.07755,1.0636700000000001,1.06916,-0.005209999999999937,0.009608571428571475
33,2015.10.16,1.07371,1.0619399999999999,1.06362,-0.0055400000000001,0.009911428571428618
34,2015.10.19,1.0722,1.06402,1.0666,0.0029799999999999827,0.00986571428571432
35,2015.10.20,1.07644,1.0641,1.07453,0.007929999999999993,0.010207857142857182
36,2015.10.21,1.08002,1.07107,1.07421,-0.00031999999999987594,0.010184285714285741
37,2015.10.22,1.07481,1.05938,1.0604799999999999,-0.013730000000000242,0.010567857142857176
38,2015.10.23,1.07132,1.05621,1.06625,0.005770000000000053,0.011047857142857165
39,2015.10.26,1.07324,1.0666799999999999,1.06735,0.001100000000000101,0.010733571428571453
40,2015.10.27,1.0705799999999999,1.06067,1.06254,-0.004809999999999981,0.010815000000000003
41,2015.10.28,1.06951,1.05083,1.0611700000000002,-0.0013699999999998713,0.011730000000000003
42,2015.10.29,1.06849,1.05579,1.05623,-0.0049400000000001665,0.01197999999999999
43,2015.10.30,1.0580200000000002,1.0495299999999999,1.05182,-0.004410000000000025,0.012243571428571449
44,2015.11.02,1.06103,1.05102,1.05897,0.00714999999999999,0.012236428571428577
45,2015.11.03,1.07935,1.0523799999999999,1.07784,0.018869999999999942,0.012843571428571446
46,2015.11.04,1.08802,1.07701,1.08328,0.005440000000000111,0.012638571428571452
47,2015.11.05,1.0850600000000001,1.0762399999999999,1.07956,-0.0037199999999999456,0.012427857142857181
48,2015.11.06,1.0847799999999999,1.07618,1.07764,-0.0019200000000001438,0.012429285714285745
49,2015.11.09,1.0799,1.07425,1.07813,0.0004900000000001015,0.011951428571428613
50,2015.11.10,1.0823,1.0726,1.07615,-0.001980000000000093,0.012005000000000043
51,2015.11.11,1.07781,1.07279,1.07562,-0.0005299999999999194,0.011261428571428613
52,2015.11.12,1.0917,1.07346,1.08867,0.013050000000000006,0.011485000000000032
53,2015.11.13,1.09481,1.08754,1.08754,-0.0011300000000000754,0.011505000000000034
54,2015.11.16,1.09648,1.08325,1.0923,0.0047600000000000975,0.011742142857142892
55,2015.11.17,1.10289,1.0911600000000001,1.0986,0.006299999999999972,0.011245714285714303
56,2015.11.18,1.10114,1.09336,1.09812,-0.00048000000000003595,0.01089428571428573
57,2015.11.19,1.10179,1.09351,1.0951899999999999,-0.002930000000000099,0.010879285714285711
58,2015.11.20,1.10366,1.09095,1.1002299999999998,0.005039999999999933,0.011072142857142864
59,2015.11.23,1.1064,1.09971,1.10257,0.002340000000000231,0.00962357142857143
60,2015.11.24,1.10851,1.10146,1.10649,0.0039199999999999235,0.009340714285714289
61,2015.11.25,1.10828,1.10174,1.10174,-0.004750000000000032,0.009177857142857127
62,2015.11.26,1.1040299999999998,1.0953600000000001,1.09903,-0.00270999999999999,0.009182857142857112
63,2015.11.27,1.10299,1.09751,1.0997299999999999,0.0006999999999999229,0.009170714285714239
64,2015.11.30,1.1019299999999999,1.0967200000000001,1.09725,-0.0024799999999998157,0.008849999999999929
65,2015.12.01,1.0988200000000001,1.09228,1.0962399999999999,-0.0010100000000001774,0.008958571428571371
66,2015.12.02,1.10275,1.09446,1.0998299999999999,0.003589999999999982,0.008247857142857093
67,2015.12.03,1.1047200000000001,1.09646,1.09675,-0.0030799999999999716,0.008318571428571382
68,2015.12.04,1.10055,1.08569,1.0860100000000001,-0.01073999999999975,0.008434999999999955
69,2015.12.07,1.0959,1.0866,1.0932899999999999,0.007279999999999731,0.008303571428571395
70,2015.12.08,1.0948,1.08413,1.08495,-0.008339999999999792,0.00850999999999997
71,2015.12.09,1.09407,1.07044,1.07539,-0.009560000000000013,0.00960642857142854
72,2015.12.10,1.08416,1.0705,1.07765,0.0022599999999999287,0.009674285714285682
73,2015.12.11,1.0783399999999999,1.06764,1.06808,-0.009570000000000078,0.009960714285714243
74,2015.12.14,1.07433,1.06619,1.0707799999999998,0.0026999999999999247,0.010038571428571388
75,2015.12.15,1.07202,1.0609,1.06247,-0.008309999999999818,0.010365714285714247
76,2015.12.16,1.0690600000000001,1.0613,1.06275,0.000280000000000058,0.010300714285714283
77,2015.12.17,1.0682200000000002,1.05818,1.06271,-4.0000000000040004e-05,0.010626428571428592
78,2015.12.18,1.06775,1.0615299999999999,1.06445,0.0017399999999998528,0.010698571428571477
79,2015.12.21,1.06571,1.05926,1.0626200000000001,-0.0018299999999997763,0.010692142857142881
80,2015.12.22,1.06345,1.05799,1.06241,-0.00021000000000004349,0.01049000000000003
81,2015.12.23,1.0676700000000001,1.06045,1.06396,0.0015499999999999403,0.010415714285714322
82,2015.12.24,1.06789,1.0620100000000001,1.06368,-0.000280000000000058,0.009774285714285751
83,2015.12.28,1.0644799999999999,1.0581,1.05823,-0.005449999999999955,0.009523571428571456
84,2015.12.29,1.0621200000000002,1.05657,1.06136,0.003130000000000077,0.009157857142857186
85,2015.12.30,1.0665,1.05975,1.06408,0.0027199999999998337,0.007952142857142899
86,2015.12.31,1.06877,1.0616,1.0665799999999999,0.0024999999999999467,0.007488571428571463
87,2016.01.04,1.07061,1.0619399999999999,1.06461,-0.0019699999999998052,0.007343571428571481
88,2016.01.05,1.07168,1.0626799999999998,1.0673700000000002,0.0027600000000000957,0.007405000000000058
89,2016.01.06,1.07261,1.06234,1.06405,-0.0033200000000002117,0.007344285714285771
90,2016.01.07,1.06629,1.0537,1.0570899999999999,-0.006960000000000077,0.007689285714285747
91,2016.01.08,1.06616,1.05641,1.06155,0.0044600000000001305,0.007668571428571437
92,2016.01.11,1.06982,1.06023,1.06542,0.00387000000000004,0.007909285714285714
93,2016.01.12,1.0717,1.06217,1.0676700000000001,0.0022500000000000853,0.008129285714285728
94,2016.01.13,1.0718299999999998,1.06525,1.06682,-0.0008500000000000174,0.008209285714285712
95,2016.01.14,1.07978,1.06609,1.07813,0.011309999999999931,0.008671428571428552
96,2016.01.15,1.08081,1.05935,1.06021,-0.017919999999999936,0.009784285714285705
97,2016.01.18,1.06933,1.06264,1.06329,0.0030799999999999716,0.009979999999999989
98,2016.01.19,1.0783399999999999,1.06245,1.07656,0.013269999999999893,0.010718571428571402
99,2016.01.20,1.08395,1.072,1.07374,-0.0028200000000000447,0.011089999999999964
100,2016.01.21,1.0775299999999999,1.06843,1.0708600000000001,-0.0028799999999997716,0.011227857142857107
101,2016.01.22,1.08343,1.07073,1.0771,0.006239999999999801,0.011515714285714232
102,2016.01.25,1.08271,1.07334,1.07682,-0.00027999999999983594,0.011542142857142803
103,2016.01.26,1.08112,1.07507,1.07734,0.0005199999999998539,0.01124071428571424
104,2016.01.27,1.0925,1.0738,1.09168,0.01434000000000002,0.011677142857142815
105,2016.01.28,1.09664,1.08985,1.09261,0.0009300000000000974,0.011465714285714254
106,2016.01.29,1.09684,1.08961,1.09083,-0.0017800000000001148,0.01129714285714283
107,2016.02.01,1.09447,1.08388,1.0859,-0.004929999999999879,0.01137285714285712
108,2016.02.02,1.09039,1.07575,1.0797299999999999,-0.006170000000000231,0.01194857142857142
109,2016.02.03,1.08026,1.06484,1.0743,-0.005429999999999824,0.012072142857142849
110,2016.02.04,1.0787200000000001,1.06885,1.0704,-0.0039000000000000146,0.011244285714285707
111,2016.02.05,1.0744799999999999,1.06482,1.0650600000000001,-0.0053399999999999,0.011282857142857134
112,2016.02.08,1.07165,1.06616,1.06874,0.0036799999999999056,0.010618571428571413
113,2016.02.09,1.07118,1.05875,1.06494,-0.0038000000000000256,0.01065285714285713
114,2016.02.10,1.06857,1.06056,1.06075,-0.004189999999999916,0.010575000000000001
115,2016.02.11,1.0661200000000002,1.05692,1.05782,-0.002930000000000099,0.010325000000000013
116,2016.02.12,1.07333,1.05625,1.07005,0.012229999999999963,0.01087571428571429
117,2016.02.15,1.07637,1.07075,1.0729600000000001,0.00291000000000019,0.010895000000000004
118,2016.02.16,1.0871600000000001,1.07236,1.07998,0.007019999999999804,0.010616428571428591
119,2016.02.17,1.0832899999999999,1.0774700000000001,1.08233,0.0023500000000000743,0.01054714285714285
120,2016.02.18,1.08257,1.07408,1.07651,-0.005819999999999936,0.010637142857142854
121,2016.02.19,1.07794,1.07218,1.07708,0.0005699999999999594,0.010292142857142845
122,2016.02.22,1.07965,1.07371,1.07815,0.0010699999999999044,0.009670714285714279
123,2016.02.23,1.08447,1.07687,1.08355,0.005400000000000071,0.009112142857142855
124,2016.02.24,1.08724,1.07944,1.07969,-0.0038599999999999746,0.008964285714285711
125,2016.02.25,1.08056,1.07499,1.07575,-0.003940000000000055,0.008672142857142875
126,2016.02.26,1.07644,1.0669600000000001,1.07445,-0.0013000000000000789,0.00887857142857145
127,2016.02.29,1.0856,1.0785,1.08304,0.008590000000000098,0.008787142857142882
128,2016.03.01,1.08504,1.0752700000000002,1.08149,-0.0015499999999999403,0.008912857142857151
129,2016.03.02,1.0972600000000001,1.079,1.0922399999999999,0.010749999999999815,0.009560000000000013
130,2016.03.03,1.09591,1.09005,1.09277,0.0005300000000001415,0.00875857142857144
131,2016.03.04,1.09521,1.08918,1.09029,-0.0024800000000000377,0.008737857142857146
132,2016.03.07,1.10259,1.08859,1.0972600000000001,0.006970000000000143,0.00868071428571428
133,2016.03.08,1.10366,1.0955,1.1023399999999999,0.005079999999999751,0.00884785714285717
134,2016.03.09,1.12635,1.09924,1.12449,0.022150000000000114,0.010177857142857159
135,2016.03.10,1.12829,1.1147799999999999,1.1171799999999998,-0.00731000000000015,0.010731428571428598
136,2016.03.11,1.12427,1.11424,1.1195899999999999,0.0024100000000000232,0.011023571428571466
137,2016.03.14,1.1267200000000002,1.11904,1.1250799999999999,0.005489999999999995,0.011029285714285757
138,2016.03.15,1.13142,1.12109,1.12915,0.00407000000000024,0.011210000000000053
139,2016.03.16,1.1316700000000002,1.12053,1.12224,-0.006910000000000194,0.011607857142857201
140,2016.03.17,1.12585,1.1146,1.11575,-0.006489999999999885,0.011734285714285777
141,2016.03.18,1.12202,1.1143,1.11653,0.0007800000000000029,0.011489285714285773
142,2016.03.21,1.12411,1.11732,1.1198700000000001,0.0033400000000001207,0.011332857142857209
143,2016.03.22,1.12966,1.11801,1.12764,0.007769999999999833,0.01086071428571435
144,2016.03.23,1.1332,1.12125,1.1223299999999998,-0.005310000000000148,0.011295714285714345
145,2016.03.24,1.12388,1.11837,1.12238,5.0000000000105516e-05,0.011258571428571482
146,2016.03.25,1.12456,1.1193799999999998,1.12105,-0.0013299999999998313,0.010628571428571496
147,2016.03.28,1.12506,1.11994,1.12154,0.0004899999999998794,0.010411428571428627
148,2016.03.29,1.12181,1.11018,1.11263,-0.008909999999999973,0.009305714285714346
149,2016.03.30,1.11432,1.10394,1.1074,-0.005230000000000068,0.009082142857142912
150,2016.03.31,1.11057,1.10632,1.10761,0.00021000000000004349,0.00866928571428576
151,2016.04.01,1.11405,1.1069,1.10992,0.0023100000000000342,0.008631428571428608
152,2016.04.04,1.11365,1.10762,1.11206,0.0021400000000000308,0.008324285714285737
153,2016.04.05,1.1200299999999999,1.10685,1.1083100000000001,-0.00374999999999992,0.008470000000000009
154,2016.04.06,1.1138700000000001,1.1067200000000001,1.11273,0.0044199999999998685,0.008177142857142867
155,2016.04.07,1.1163,1.10657,1.10705,-0.005679999999999907,0.008320714285714301
156,2016.04.08,1.11294,1.10651,1.10746,0.00041000000000002146,0.008238571428571444
157,2016.04.11,1.11039,1.10505,1.10704,-0.00042000000000008697,0.00778785714285714
158,2016.04.12,1.11235,1.10512,1.10924,0.0021999999999999797,0.007450714285714278
159,2016.04.13,1.11026,1.10335,1.10512,-0.0041199999999999015,0.007550714285714284
160,2016.04.14,1.12379,1.10532,1.12301,0.01788999999999996,0.008514285714285696
161,2016.04.15,1.12329,1.1124399999999999,1.114,-0.009009999999999962,0.008923571428571411
162,2016.04.18,1.11733,1.10608,1.11447,0.00046999999999997044,0.008896428571428552
163,2016.04.19,1.11474,1.10714,1.1085,-0.005970000000000031,0.008697857142857122
164,2016.04.20,1.11883,1.10741,1.11637,0.007870000000000044,0.009209999999999972
165,2016.04.21,1.1233899999999999,1.11564,1.11883,0.0024599999999999067,0.00925285714285711
166,2016.04.22,1.12648,1.11861,1.12373,0.004899999999999904,0.00938428571428567
167,2016.04.25,1.12697,1.12066,1.12479,0.001060000000000061,0.00889357142857139
168,2016.04.26,1.12487,1.1198,1.1225100000000001,-0.0022799999999998377,0.008744999999999972
169,2016.04.27,1.12504,1.10562,1.10801,-0.01450000000000018,0.009437142857142826
170,2016.04.28,1.11005,1.09233,1.09477,-0.013239999999999919,0.010243571428571399
171,2016.04.29,1.0992899999999999,1.0877299999999999,1.08925,-0.005519999999999969,0.010687857142857122
172,2016.05.02,1.09254,1.08429,1.0912600000000001,0.0020100000000000673,0.010760714285714281
173,2016.05.03,1.09427,1.07845,1.08213,-0.009130000000000082,0.011397142857142868
174,2016.05.04,1.08899,1.08019,1.08266,0.0005299999999999194,0.010692142857142864
175,2016.05.05,1.08736,1.08213,1.08396,0.0013000000000000789,0.010290714285714295
176,2016.05.06,1.08568,1.07349,1.07638,-0.007580000000000142,0.01035785714285715
177,2016.05.09,1.08202,1.07494,1.08041,0.0040300000000002,0.010320714285714285
178,2016.05.10,1.09195,1.0786799999999999,1.08756,0.00714999999999999,0.010452857142857153
179,2016.05.11,1.0887200000000001,1.07966,1.08071,-0.006850000000000023,0.010546428571428592
180,2016.05.12,1.08174,1.07241,1.0734700000000001,-0.007239999999999913,0.010650714285714307
181,2016.05.13,1.07439,1.06882,1.07196,-0.0015100000000001224,0.01059785714285715
182,2016.05.16,1.07819,1.06955,1.0729899999999999,0.0010299999999998644,0.01085285714285714
183,2016.05.17,1.08056,1.07269,1.07484,0.0018500000000001293,0.010027857142857144
184,2016.05.18,1.0769799999999998,1.0713700000000002,1.07199,-0.002850000000000019,0.009162857142857124
185,2016.05.19,1.07315,1.06511,1.0713,-0.0006900000000000794,0.008911428571428555
186,2016.05.20,1.0721399999999999,1.0659,1.06664,-0.0046599999999998865,0.008767857142857105
187,2016.05.23,1.0683799999999999,1.06192,1.06764,0.0009999999999998899,0.008099285714285658
188,2016.05.24,1.0732899999999999,1.0630700000000002,1.06577,-0.0018699999999998163,0.008200714285714212
189,2016.05.25,1.06921,1.06247,1.06752,0.0017499999999999183,0.008308571428571348
190,2016.05.26,1.07464,1.0647799999999998,1.07148,0.0039599999999999635,0.008142142857142796
191,2016.05.27,1.07342,1.0693700000000002,1.07254,0.001060000000000061,0.007925714285714218
192,2016.05.30,1.07366,1.07,1.07243,-0.0001100000000000545,0.007239285714285638
193,2016.05.31,1.07752,1.06742,1.0685200000000001,-0.003909999999999858,0.007313571428571348
194,2016.06.01,1.07381,1.06243,1.0639399999999999,-0.0045800000000002505,0.007459999999999927
195,2016.06.02,1.0645799999999999,1.05863,1.06095,-0.002989999999999826,0.007487142857142788
196,2016.06.03,1.06228,1.05245,1.0581200000000002,-0.002829999999999888,0.007572142857142773
197,2016.06.06,1.06427,1.05624,1.06362,0.005499999999999838,0.007583571428571341
198,2016.06.07,1.0738,1.06244,1.0684,0.0047800000000000065,0.007994285714285652
199,2016.06.08,1.0712899999999999,1.06219,1.06287,-0.005530000000000035,0.008069999999999926
200,2016.06.09,1.0575700000000001,1.04075,1.0453299999999999,-0.01754000000000011,0.00920428571428565
201,2016.06.10,1.04755,1.04136,1.04477,-0.0005599999999998939,0.009184999999999935
202,2016.06.13,1.0492299999999999,1.04385,1.04572,0.0009500000000000064,0.00883928571428567
203,2016.06.14,1.0528899999999999,1.04557,1.05148,0.005759999999999987,0.008880714285714226
204,2016.06.15,1.05461,1.04877,1.0525,0.0010200000000000209,0.008593571428571358
205,2016.06.16,1.05302,1.0415299999999998,1.04487,-0.007630000000000026,0.009124999999999954
206,2016.06.17,1.0492299999999999,1.0438399999999999,1.0459399999999999,0.0010699999999999044,0.009248571428571384
207,2016.06.20,1.05049,1.0454,1.04572,-0.00021999999999988695,0.008890714285714228
208,2016.06.21,1.0515299999999999,1.04472,1.0457100000000001,-9.999999999843467e-06,0.008564285714285644
209,2016.06.22,1.04776,1.04417,1.04532,-0.0003900000000001125,0.00839571428571422
210,2016.06.23,1.0502,1.04419,1.04808,0.0027599999999998737,0.008122857142857098
211,2016.06.24,1.0532299999999999,1.0419100000000001,1.04601,-0.0020699999999997942,0.008357857142857084
212,2016.06.27,1.05091,1.04463,1.0468899999999999,0.0008799999999997699,0.007994999999999943
213,2016.06.28,1.0496299999999998,1.04477,1.04667,-0.00021999999999988695,0.0076921428571427985
214,2016.06.29,1.04825,1.0432,1.0465799999999998,-9.000000000014552e-05,0.00647285714285709
215,2016.06.30,1.0499,1.04324,1.04331,-0.003269999999999884,0.006506428571428532
216,2016.07.01,1.04672,1.0407799999999998,1.04348,0.00017000000000000348,0.006546428571428556
217,2016.07.04,1.04623,1.03749,1.0419,-0.0015799999999999148,0.006647857142857142
218,2016.07.05,1.04605,1.0401200000000002,1.0423799999999999,0.0004799999999998139,0.006654285714285692
219,2016.07.06,1.05454,1.0407,1.05338,0.01100000000000012,0.006822142857142824
220,2016.07.07,1.0547799999999998,1.03377,1.03397,-0.019409999999999927,0.007937857142857092
221,2016.07.08,1.03776,1.0311700000000001,1.03405,7.999999999985796e-05,0.008044999999999953
222,2016.07.11,1.04383,1.03463,1.0427799999999998,0.008729999999999905,0.008257142857142836
223,2016.07.12,1.0470700000000002,1.0406,1.04349,0.0007100000000002105,0.008462857142857137
224,2016.07.13,1.04839,1.04155,1.0449899999999999,0.0014999999999998348,0.008522142857142843
225,2016.07.14,1.06275,1.04274,1.05945,0.01446000000000014,0.00914285714285715
226,2016.07.15,1.07006,1.05829,1.06273,0.0032799999999999496,0.009535000000000007
227,2016.07.18,1.07399,1.06079,1.06585,0.0031200000000000117,0.01013071428571431
228,2016.07.19,1.07695,1.06271,1.06352,-0.0023299999999999432,0.010787142857142884
229,2016.07.20,1.06761,1.06094,1.0633299999999999,-0.0001900000000001345,0.010787857142857158
230,2016.07.21,1.07533,1.06233,1.07055,0.007220000000000004,0.011292142857142846
231,2016.07.22,1.07261,1.06445,1.06445,-0.006099999999999994,0.01125071428571429
232,2016.07.25,1.07261,1.0642,1.06726,0.0028100000000002012,0.011427857142857165
233,2016.07.26,1.0697,1.06253,1.06302,-0.0042400000000000215,0.010951428571428596
234,2016.07.27,1.0722399999999999,1.0557,1.0581200000000002,-0.004899999999999904,0.010632142857142883
235,2016.07.28,1.0634,1.0567,1.06031,0.0021899999999999142,0.01064000000000003
236,2016.07.29,1.06259,1.05179,1.05235,-0.00796000000000019,0.01071285714285716
237,2016.08.01,1.05566,1.04999,1.05013,-0.0022199999999998887,0.010655714285714293
238,2016.08.02,1.05392,1.04319,1.04988,-0.0002500000000000835,0.010933571428571431
239,2016.08.03,1.06174,1.04882,1.05954,0.009660000000000002,0.010427142857142841
240,2016.08.04,1.06341,1.05856,1.0627799999999998,0.0032399999999999096,0.009932857142857123
241,2016.08.05,1.06782,1.0596700000000001,1.06588,0.0031000000000001027,0.009572142857142822
242,2016.08.08,1.07416,1.06461,1.07135,0.005470000000000086,0.009237142857142817
243,2016.08.09,1.07427,1.0681,1.07019,-0.0011600000000000499,0.009201428571428536
244,2016.08.10,1.0706799999999999,1.06575,1.06799,-0.0021999999999999797,0.008624999999999963
245,2016.08.11,1.06962,1.04872,1.06752,-0.00046999999999997044,0.009534999999999945
246,2016.08.12,1.06977,1.06111,1.06111,-0.006410000000000027,0.009552857142857094
247,2016.08.15,1.06733,1.06251,1.06399,0.0028799999999999937,0.009484999999999934
248,2016.08.16,1.06511,1.05654,1.05654,-0.007449999999999957,0.008915714285714233
249,2016.08.17,1.05805,1.05067,1.05475,-0.0017899999999999583,0.008964285714285663
250,2016.08.18,1.05775,1.05069,1.05421,-0.0005399999999999849,0.008697142857142817
251,2016.08.19,1.05491,1.0467,1.04672,-0.007489999999999997,0.008878571428571387
252,2016.08.22,1.05265,1.04635,1.04849,0.0017699999999998273,0.008562142857142836
253,2016.08.23,1.0487600000000001,1.04092,1.04415,-0.0043400000000000105,0.008199285714285711
254,2016.08.24,1.04672,1.04007,1.04085,-0.0032999999999998586,0.00832785714285714
255,2016.08.25,1.04349,1.03922,1.04298,0.0021299999999999653,0.008050714285714291
256,2016.08.26,1.04654,1.04062,1.04301,2.999999999997449e-05,0.007791428571428576
257,2016.08.29,1.0456,1.04198,1.04325,0.00024000000000001798,0.007609285714285731
258,2016.08.30,1.0452700000000001,1.03884,1.0397,-0.003549999999999942,0.007716428571428608
259,2016.08.31,1.04041,1.0348899999999999,1.03646,-0.0032400000000001317,0.006617857142857199
260,2016.09.01,1.0399100000000001,1.0345,1.03662,0.00016000000000016001,0.0063857142857143435
261,2016.09.02,1.03807,1.03215,1.03691,0.00028999999999990145,0.00636428571428579
262,2016.09.05,1.03916,1.03539,1.03728,0.00036999999999998145,0.006021428571428654
263,2016.09.06,1.04329,1.0344,1.0358,-0.0014799999999999258,0.006129285714285805
264,2016.09.07,1.03702,1.02627,1.0293700000000001,-0.006429999999999936,0.006392857142857232
265,2016.09.08,1.03688,1.02718,1.03263,0.0032599999999998186,0.006499285714285803
266,2016.09.09,1.03473,1.02769,1.0288,-0.00383,0.006552142857142927
267,2016.09.12,1.03027,1.02668,1.02846,-0.00034000000000000696,0.006248571428571492
268,2016.09.13,1.03093,1.02546,1.02835,-0.00010999999999983245,0.006164285714285765
269,2016.09.14,1.03142,1.02359,1.02488,-0.003470000000000084,0.00641857142857148
270,2016.09.15,1.02935,1.02293,1.02685,0.0019700000000000273,0.006454285714285778
271,2016.09.16,1.03096,1.02512,1.02901,0.0021599999999999397,0.006612857142857198
272,2016.09.19,1.03385,1.0282,1.03251,0.0035000000000000586,0.006557142857142896
273,2016.09.20,1.0329899999999999,1.02665,1.03203,-0.00048000000000003595,0.006615714285714296
274,2016.09.21,1.0371299999999999,1.03092,1.03518,0.003149999999999986,0.006672857142857131
275,2016.09.22,1.04643,1.03411,1.04502,0.009840000000000071,0.00712999999999997
276,2016.09.23,1.05417,1.04413,1.05041,0.005390000000000006,0.007577857142857113
277,2016.09.26,1.05372,1.04839,1.04881,-0.0016000000000000458,0.007323571428571397
278,2016.09.27,1.0521399999999999,1.04765,1.0497,0.0008900000000000574,0.006876428571428529
